@relation 'Empathyabase-5tra-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst,36,37,38'

@attribute utterance_idx {1,2,3,4,5,6,7,8}
@attribute ut_len numeric
@attribute Negative_score numeric
@attribute Neutral_score numeric
@attribute Positivity_score numeric
@attribute Happy numeric
@attribute Fear numeric
@attribute Sad numeric
@attribute Bored numeric
@attribute Angry numeric
@attribute Excited numeric
@attribute news numeric
@attribute query numeric
@attribute spam numeric
@attribute marketing numeric
@attribute feedback numeric
@attribute complaint numeric
@attribute suggestion numeric
@attribute appreciation numeric
@attribute IMPACT numeric
@attribute EDUCATION numeric
@attribute POLITICS numeric
@attribute ENTERTAINMENT numeric
@attribute TASTE numeric
@attribute SPORTS numeric
@attribute HEALTHYLIVING numeric
@attribute GREEN numeric
@attribute BUSINESS numeric
@attribute WORLDPOST numeric
@attribute TECH numeric
@attribute SCIENCE numeric
@attribute ARTS&CULTURE numeric
@attribute CRIME numeric
@attribute TRAVEL numeric
@attribute RELIGION numeric
@attribute Talker {1,2}
@attribute context_encoded {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@attribute Empathy {1,2,3,4,5}

@data
2,32,0.005,0.056,0.939,0.4875,0.163485,0.034996,0.03862,0.088355,0.187045,0.028,0.112,0.368,0.065,0.426,0.001,0.003,0.996,0.184706,0,0.141038,0.371981,0,0,0,0,0,0,0,0,0,0,0,0,2,29,5
3,119,0.031,0.122,0.847,0.339552,0.198578,0.039805,0.013174,0.056808,0.352083,0.005,0.013,0.354,0.011,0.616,0.003,0.002,0.995,0.334807,0,0.356035,0.19844,0,0,0,0,0,0,0,0,0,0,0,0,1,29,5
4,61,0.572,0.383,0.046,0.231816,0.233946,0.176958,0.128674,0.121175,0.107431,0.018,0.145,0.313,0.01,0.514,0.409,0.313,0.278,0.170785,0,0.621948,0.112325,0,0,0,0,0,0,0,0,0,0,0,0,2,29,5
1,30,0.018,0.232,0.75,0.469549,0.173306,0.035059,0.01598,0.027758,0.278348,0.012,0.037,0.452,0.196,0.304,0,0,0,0.090419,0,0,0.248466,0.554982,0,0,0,0,0,0,0,0,0,0,0,1,22,3
2,25,0.094,0.289,0.618,0.206057,0.327697,0.138647,0.076163,0.113686,0.13775,0.002,0.017,0.697,0.038,0.246,0,0,0,0.057966,0,0.442049,0.36029,0,0,0,0,0,0,0,0,0,0,0,0,2,22,3
3,74,0.068,0.257,0.675,0.309687,0.367046,0.142189,0,0.052963,0.128116,0.012,0.433,0.088,0.178,0.29,0,0,0,0,0,0,0.033267,0.94852,0.005252,0,0,0,0,0,0,0,0,0,0,1,22,3
4,17,0.054,0.355,0.59,0.080989,0.358475,0.268473,0.106042,0.126815,0.059206,0,0.899,0.061,0.005,0.035,0,0,0,0,0,0,0.421036,0.215042,0,0.13394,0,0,0,0,0,0,0,0,0,2,22,3
2,49,0.13,0.84,0.03,0.044597,0.492022,0.340829,0.017144,0.071462,0.033946,0,0.924,0.06,0,0.016,0,0,0,0,0,0.0267,0.878934,0,0.040982,0,0,0,0,0,0,0,0,0,0,2,2,4
3,49,0.99,0.01,0.001,0.005281,0.138065,0.23711,0.042657,0.572705,0.004182,0.001,0.14,0.183,0.002,0.674,0.99,0.003,0.006,0.660453,0,0,0.236755,0,0,0.028383,0,0,0,0,0,0,0,0,0,1,2,4
4,56,0.262,0.643,0.094,0.234556,0.142209,0.510988,0.017679,0.034061,0.060508,0.008,0.316,0.088,0.013,0.575,0.076,0.65,0.275,0.0695,0,0.285456,0.397952,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
1,29,0.132,0.605,0.264,0.137436,0.286525,0.192624,0.059264,0.061153,0.262998,0.017,0.033,0.751,0.018,0.181,0,0,0,0,0,0,0.380092,0.152089,0,0,0.199437,0,0,0,0,0,0,0,0,1,14,4
2,16,0.111,0.887,0.002,0.031713,0.330872,0.36368,0.098493,0.097274,0.077967,0,0.946,0.046,0,0.008,0,0,0,0.688206,0,0.256146,0.033132,0,0,0,0,0,0,0,0,0,0,0,0,2,14,4
3,53,0.035,0.196,0.769,0.423641,0.195551,0.017313,0.01809,0.032743,0.312662,0.029,0.01,0.334,0.063,0.564,0.006,0.01,0.985,0.05533,0,0.476038,0.320105,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4
1,49,0.127,0.748,0.125,0.120579,0.347709,0.218264,0.051635,0.053813,0.208001,0.031,0.041,0.666,0.056,0.206,0,0,0,0.324433,0.57547,0,0,0,0,0,0,0.031941,0,0,0,0,0,0,0,1,26,4
3,68,0.279,0.391,0.33,0.222197,0.129652,0.079076,0.119113,0.087516,0.362446,0.047,0.155,0.093,0.028,0.677,0.061,0.04,0.899,0.103166,0,0.651006,0.184623,0,0,0,0,0,0,0,0,0,0,0,0,1,26,4
4,86,0.088,0.333,0.579,0.444704,0.084255,0.056543,0.027201,0.084689,0.302608,0.017,0.055,0.153,0.091,0.684,0.031,0.245,0.724,0.377289,0,0.069065,0,0,0,0,0,0.412069,0,0,0,0,0,0,0,2,26,4
1,111,0.116,0.215,0.669,0.127121,0.445332,0.169487,0.017876,0.025716,0.214468,0.005,0.03,0.586,0.011,0.368,0,0,0,0.903361,0,0,0,0,0,0.086493,0,0,0.003728,0,0,0,0,0,0,1,29,1
2,15,0.002,0.059,0.939,0.353828,0.179911,0.098631,0.012993,0.026769,0.327868,0.001,0.002,0.457,0.018,0.523,0,0.006,0.994,0.34853,0,0.132316,0,0,0,0,0,0,0,0.350226,0,0,0,0,0,2,29,1
3,90,0.056,0.275,0.669,0.154319,0.200289,0.171263,0,0.300465,0.173664,0.026,0.035,0.538,0.061,0.34,0,0,0,0,0,0,0.848133,0,0.037425,0,0,0,0.07278,0,0,0,0,0,0,1,29,1
4,27,0.059,0.156,0.785,0.126997,0.124592,0.317517,0.025598,0.321369,0.083926,0.012,0.023,0.465,0.084,0.416,0,0,0,0.249096,0.154076,0,0,0,0,0,0,0,0,0.386148,0,0,0,0,0,2,29,1
1,45,0.814,0.156,0.03,0.022546,0.184858,0.309735,0.066513,0.392427,0.023921,0.008,0.18,0.153,0.015,0.644,0.641,0.065,0.294,0.080712,0,0.116509,0.74939,0,0,0,0,0,0,0,0,0,0,0,0,1,27,3
2,44,0.881,0.113,0.006,0.01092,0.135304,0.31586,0.106609,0.418599,0.012708,0.009,0.266,0.278,0.005,0.442,0.884,0.084,0.032,0.256058,0,0,0.222576,0,0,0.201964,0,0,0,0,0,0,0,0,0,2,27,3
4,41,0.901,0.09,0.01,0.074319,0.146315,0.24956,0.138602,0.30031,0.090895,0.035,0.12,0.364,0.011,0.47,0.769,0.11,0.121,0.10049,0,0,0.415079,0,0,0,0,0,0,0,0,0.178319,0,0,0,2,27,3
1,38,0.084,0.634,0.282,0.19825,0.466036,0.178121,0.016321,0.05597,0.085302,0.015,0.043,0.582,0.007,0.352,0,0,0,0.725262,0,0,0.093472,0.112014,0,0,0,0,0,0,0,0,0,0,0,1,12,4
2,14,0.777,0.222,0.001,0.071399,0.181809,0.447866,0.081305,0.129025,0.088597,0.001,0.532,0.3,0,0.167,0,0,0,0.179508,0,0.373039,0.204816,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4
3,95,0.864,0.1,0.036,0.039718,0.290799,0.438105,0.00937,0.171319,0.050689,0.022,0.131,0.162,0.005,0.679,0.493,0.045,0.462,0.324806,0,0,0.23596,0,0,0.182711,0,0,0,0,0,0,0,0,0,1,6,4
