@relation 'Empathyabase-2tst-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst,36,37,38'

@attribute utterance_idx {1,2,3,4,5,6,7,8}
@attribute ut_len numeric
@attribute Negative_score numeric
@attribute Neutral_score numeric
@attribute Positivity_score numeric
@attribute Happy numeric
@attribute Fear numeric
@attribute Sad numeric
@attribute Bored numeric
@attribute Angry numeric
@attribute Excited numeric
@attribute news numeric
@attribute query numeric
@attribute spam numeric
@attribute marketing numeric
@attribute feedback numeric
@attribute complaint numeric
@attribute suggestion numeric
@attribute appreciation numeric
@attribute IMPACT numeric
@attribute EDUCATION numeric
@attribute POLITICS numeric
@attribute ENTERTAINMENT numeric
@attribute TASTE numeric
@attribute SPORTS numeric
@attribute HEALTHYLIVING numeric
@attribute GREEN numeric
@attribute BUSINESS numeric
@attribute WORLDPOST numeric
@attribute TECH numeric
@attribute SCIENCE numeric
@attribute ARTS&CULTURE numeric
@attribute CRIME numeric
@attribute TRAVEL numeric
@attribute RELIGION numeric
@attribute Talker {1,2}
@attribute context_encoded {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@attribute Empathy {1,2,3,4,5}

@data
1,29,0.132,0.605,0.264,0.137436,0.286525,0.192624,0.059264,0.061153,0.262998,0.017,0.033,0.751,0.018,0.181,0,0,0,0,0,0,0.380092,0.152089,0,0,0.199437,0,0,0,0,0,0,0,0,1,14,4
3,53,0.035,0.196,0.769,0.423641,0.195551,0.017313,0.01809,0.032743,0.312662,0.029,0.01,0.334,0.063,0.564,0.006,0.01,0.985,0.05533,0,0.476038,0.320105,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4
4,41,0.901,0.09,0.01,0.074319,0.146315,0.24956,0.138602,0.30031,0.090895,0.035,0.12,0.364,0.011,0.47,0.769,0.11,0.121,0.10049,0,0,0.415079,0,0,0,0,0,0,0,0,0.178319,0,0,0,2,27,3
4,38,0.284,0.658,0.057,0.031042,0.335623,0.350014,0.021157,0.237546,0.024618,0.001,0.869,0.108,0.001,0.021,0,0,0,0.069769,0,0,0.780315,0,0.077655,0,0,0,0,0,0,0,0,0,0,2,6,4
2,53,0.885,0.105,0.01,0.016187,0.175282,0.715737,0.029889,0.048401,0.014505,0.008,0.196,0.185,0.001,0.611,0.827,0.056,0.118,0.083811,0,0.244136,0.526937,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2
4,35,0.189,0.571,0.24,0.296232,0.108829,0.08325,0.122513,0.120282,0.268893,0.001,0.027,0.288,0.012,0.672,0.226,0.123,0.652,0.89255,0,0.042348,0.025833,0,0,0,0,0,0,0,0,0,0,0,0,2,12,4
1,52,0.932,0.064,0.004,0.006336,0.208916,0.738129,0.004554,0.032523,0.009543,0.001,0.006,0.463,0,0.53,0.592,0.011,0.397,0.580863,0,0,0,0,0,0.18365,0,0,0.158637,0,0,0,0,0,0,1,28,3
3,92,0.504,0.403,0.093,0.217989,0.093674,0.517059,0.029475,0.034445,0.107357,0.013,0.012,0.319,0.003,0.653,0.108,0.009,0.883,0.933537,0,0,0,0,0,0.020028,0,0,0.038346,0,0,0,0,0,0,1,28,3
3,47,0.964,0.035,0.001,0.004295,0.149572,0.788845,0.023988,0.02794,0.005361,0.001,0.033,0.255,0.001,0.71,0.969,0.005,0.026,0.693042,0,0,0,0,0,0.243995,0,0,0,0,0,0.026843,0,0,0,1,23,2
2,32,0.806,0.191,0.002,0.009806,0.56227,0.296367,0.031342,0.068239,0.031976,0.001,0.545,0.36,0,0.094,0,0,0,0,0,0.102849,0.78443,0,0.037072,0,0,0,0,0,0,0,0,0,0,2,31,5
5,17,0.104,0.413,0.484,0.251983,0.135774,0.0432,0.043706,0.210475,0.314862,0.044,0.144,0.244,0.017,0.552,0.059,0.199,0.742,0.113768,0,0.061941,0.777927,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4
1,84,0.352,0.499,0.149,0.06375,0.353924,0.312276,0.020142,0.184461,0.065447,0.02,0.034,0.461,0.003,0.483,0.302,0.079,0.619,0.979572,0,0.004923,0.00425,0,0,0,0,0,0,0,0,0,0,0,0,1,16,5
5,141,0.195,0.376,0.429,0.519397,0.084853,0.183546,0.016713,0.042024,0.153466,0.026,0.018,0.32,0.013,0.623,0.017,0.011,0.972,0.983845,0.004132,0,0,0,0,0.006248,0,0,0,0,0,0,0,0,0,1,16,5
2,87,0.658,0.276,0.065,0.10208,0.451211,0.191653,0.067793,0.060203,0.12706,0.03,0.55,0.102,0.027,0.29,0,0,0,0.111018,0,0.267895,0,0,0,0,0,0.484018,0,0,0,0,0,0,0,2,9,5
1,30,0.286,0.639,0.075,0.017369,0.11959,0.806086,0.012377,0.031956,0.012623,0.001,0.069,0.863,0.003,0.064,0,0,0,0.619387,0,0,0.203069,0,0.04337,0,0,0,0,0,0,0,0,0,0,1,28,3
3,84,0.23,0.255,0.515,0.381423,0.16828,0.087144,0.018423,0.068452,0.276279,0.014,0.034,0.281,0.024,0.648,0.052,0.052,0.896,0.71405,0,0,0,0,0,0.091327,0,0.134679,0,0,0,0,0,0,0,1,17,4
1,49,0.043,0.52,0.437,0.293762,0.26372,0.116334,0.0352,0.09141,0.199575,0.016,0.163,0.335,0.047,0.44,0.078,0.204,0.718,0.653109,0,0,0.128904,0,0,0,0,0,0,0,0,0.156435,0,0,0,1,24,4
7,34,0.046,0.386,0.567,0.206743,0.295323,0.206711,0.044596,0.05447,0.192157,0.001,0.014,0.487,0.012,0.487,0,0,0,0.272727,0,0,0.308145,0,0,0,0,0,0,0,0,0.178539,0,0,0,1,24,4
2,69,0.297,0.368,0.335,0.183611,0.229963,0.156252,0.068666,0.108208,0.253299,0.003,0.034,0.636,0.024,0.302,0,0,0,0.244086,0,0.047838,0.610814,0,0,0,0,0,0,0,0,0,0,0,0,2,11,4
4,28,0.209,0.664,0.127,0.083745,0.055136,0.021644,0.059254,0.620723,0.159498,0.019,0.05,0.62,0.07,0.24,0,0,0,0.030827,0,0,0.903058,0,0,0,0,0,0,0.019266,0,0,0,0,0,2,11,4
1,29,0.411,0.449,0.14,0.052739,0.273961,0.459847,0.037343,0.136555,0.039555,0.009,0.243,0.556,0.007,0.185,0,0,0,0.293503,0,0,0.197319,0.318551,0,0,0,0,0,0,0,0,0,0,0,1,23,4
3,40,0.189,0.356,0.455,0.4198,0.114961,0.26581,0,0.036878,0.162551,0.01,0.021,0.592,0.026,0.35,0,0,0,0.623253,0,0,0.040879,0,0,0,0.27557,0,0,0,0,0,0,0,0,1,7,3
2,25,0.056,0.923,0.021,0.191667,0.306931,0.204237,0.075456,0.057611,0.164098,0,0.99,0.007,0,0.003,0,0,0,0.31794,0,0,0.288423,0,0,0,0,0,0.098111,0,0,0,0,0,0,2,22,3
1,60,0.834,0.13,0.035,0.042243,0.170763,0.167012,0.072817,0.121766,0.425398,0.052,0.245,0.22,0.011,0.472,0.653,0.06,0.287,0.917168,0.013089,0.037098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5
4,42,0.082,0.515,0.403,0.331558,0.132228,0.281185,0,0.076688,0.178341,0.002,0.091,0.317,0.004,0.586,0.027,0.056,0.917,0.109009,0,0.078026,0.721433,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5
1,71,0.528,0.449,0.023,0.027194,0.358952,0.233541,0.214333,0.116386,0.049594,0.007,0.122,0.61,0.003,0.258,0,0,0,0.287098,0,0.141557,0,0,0,0,0.185157,0,0,0,0,0,0,0,0,1,30,4
4,71,0.642,0.312,0.046,0.055733,0.302486,0.472759,0.032527,0.090184,0.046311,0.003,0.147,0.378,0.005,0.467,0.368,0.134,0.498,0.09113,0,0.305365,0.353032,0,0,0,0,0,0,0,0,0,0,0,0,2,28,3
2,20,0.091,0.432,0.476,0.41101,0.222554,0.056891,0.09006,0.03601,0.183475,0.001,0.013,0.57,0.078,0.338,0,0,0,0,0,0.656727,0.1002,0,0,0.043173,0,0,0,0,0,0,0,0,0,2,26,4
