@relation 'Empathyabase-3tst-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst,36,37,38'

@attribute utterance_idx {1,2,3,4,5,6,7}
@attribute ut_len numeric
@attribute Negative_score numeric
@attribute Neutral_score numeric
@attribute Positivity_score numeric
@attribute Happy numeric
@attribute Fear numeric
@attribute Sad numeric
@attribute Bored numeric
@attribute Angry numeric
@attribute Excited numeric
@attribute news numeric
@attribute query numeric
@attribute spam numeric
@attribute marketing numeric
@attribute feedback numeric
@attribute complaint numeric
@attribute suggestion numeric
@attribute appreciation numeric
@attribute IMPACT numeric
@attribute EDUCATION numeric
@attribute POLITICS numeric
@attribute ENTERTAINMENT numeric
@attribute TASTE numeric
@attribute SPORTS numeric
@attribute HEALTHYLIVING numeric
@attribute GREEN numeric
@attribute BUSINESS numeric
@attribute WORLDPOST numeric
@attribute TECH numeric
@attribute SCIENCE numeric
@attribute ARTS&CULTURE numeric
@attribute CRIME numeric
@attribute TRAVEL numeric
@attribute RELIGION numeric
@attribute Talker {1,2}
@attribute context_encoded {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@attribute Empathy {1,2,3,4,5}

@data
2,32,0.005,0.056,0.939,0.4875,0.163485,0.034996,0.03862,0.088355,0.187045,0.028,0.112,0.368,0.065,0.426,0.001,0.003,0.996,0.184706,0,0.141038,0.371981,0,0,0,0,0,0,0,0,0,0,0,0,2,29,5
4,61,0.572,0.383,0.046,0.231816,0.233946,0.176958,0.128674,0.121175,0.107431,0.018,0.145,0.313,0.01,0.514,0.409,0.313,0.278,0.170785,0,0.621948,0.112325,0,0,0,0,0,0,0,0,0,0,0,0,2,29,5
2,25,0.094,0.289,0.618,0.206057,0.327697,0.138647,0.076163,0.113686,0.13775,0.002,0.017,0.697,0.038,0.246,0,0,0,0.057966,0,0.442049,0.36029,0,0,0,0,0,0,0,0,0,0,0,0,2,22,3
2,49,0.13,0.84,0.03,0.044597,0.492022,0.340829,0.017144,0.071462,0.033946,0,0.924,0.06,0,0.016,0,0,0,0,0,0.0267,0.878934,0,0.040982,0,0,0,0,0,0,0,0,0,0,2,2,4
3,49,0.99,0.01,0.001,0.005281,0.138065,0.23711,0.042657,0.572705,0.004182,0.001,0.14,0.183,0.002,0.674,0.99,0.003,0.006,0.660453,0,0,0.236755,0,0,0.028383,0,0,0,0,0,0,0,0,0,1,2,4
3,68,0.279,0.391,0.33,0.222197,0.129652,0.079076,0.119113,0.087516,0.362446,0.047,0.155,0.093,0.028,0.677,0.061,0.04,0.899,0.103166,0,0.651006,0.184623,0,0,0,0,0,0,0,0,0,0,0,0,1,26,4
4,86,0.088,0.333,0.579,0.444704,0.084255,0.056543,0.027201,0.084689,0.302608,0.017,0.055,0.153,0.091,0.684,0.031,0.245,0.724,0.377289,0,0.069065,0,0,0,0,0,0.412069,0,0,0,0,0,0,0,2,26,4
2,15,0.002,0.059,0.939,0.353828,0.179911,0.098631,0.012993,0.026769,0.327868,0.001,0.002,0.457,0.018,0.523,0,0.006,0.994,0.34853,0,0.132316,0,0,0,0,0,0,0,0.350226,0,0,0,0,0,2,29,1
2,44,0.881,0.113,0.006,0.01092,0.135304,0.31586,0.106609,0.418599,0.012708,0.009,0.266,0.278,0.005,0.442,0.884,0.084,0.032,0.256058,0,0,0.222576,0,0,0.201964,0,0,0,0,0,0,0,0,0,2,27,3
1,38,0.084,0.634,0.282,0.19825,0.466036,0.178121,0.016321,0.05597,0.085302,0.015,0.043,0.582,0.007,0.352,0,0,0,0.725262,0,0,0.093472,0.112014,0,0,0,0,0,0,0,0,0,0,0,1,12,4
5,81,0.167,0.408,0.426,0.180917,0.243087,0.219403,0.027361,0.114048,0.215185,0.124,0.071,0.215,0.016,0.573,0.068,0.018,0.913,0.510089,0,0,0.217225,0,0,0.072453,0,0,0,0,0,0,0,0,0,1,6,4
3,43,0.204,0.586,0.21,0.118486,0.265179,0.391468,0.048354,0.110115,0.066398,0,0.873,0.027,0,0.1,0,0,0,0.242538,0,0.143367,0.384554,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2
2,76,0.224,0.598,0.178,0.192242,0.294428,0.184157,0.060727,0.141116,0.127331,0.002,0.65,0.217,0.004,0.127,0,0,0,0.880563,0,0,0.034737,0,0,0.022374,0,0,0,0,0,0,0,0,0,2,4,4
1,102,0.976,0.023,0.001,0.002549,0.391475,0.304738,0.005177,0.287544,0.008517,0.009,0.092,0.195,0.001,0.704,0.975,0.013,0.013,0.047664,0,0,0.835257,0.059474,0,0,0,0,0,0,0,0,0,0,0,1,12,4
2,20,0.418,0.578,0.004,0.01884,0.236843,0.442344,0.130064,0.117618,0.054291,0,0.884,0.072,0,0.043,0,0,0,0.128655,0,0.466974,0.305299,0,0,0,0,0,0,0,0,0,0,0,0,2,28,3
4,100,0.835,0.143,0.021,0.018685,0.357706,0.432134,0.023501,0.07648,0.091494,0.018,0.129,0.299,0.002,0.552,0.763,0.026,0.211,0.544662,0,0.140779,0,0,0,0.304293,0,0,0,0,0,0,0,0,0,2,28,3
5,18,0.189,0.805,0.006,0.015876,0.331822,0.56047,0.018961,0.061545,0.011326,0,0.731,0.235,0,0.033,0,0,0,0.028949,0,0.111798,0.795106,0,0,0,0,0,0,0,0,0,0,0,0,1,28,3
6,33,0.685,0.238,0.078,0.077312,0.14495,0.153723,0.15485,0.273222,0.195942,0.018,0.132,0.193,0.024,0.632,0.615,0.129,0.255,0.482357,0,0.163393,0,0,0,0.146199,0,0,0,0,0,0,0,0,0,2,28,3
1,126,0.245,0.316,0.439,0.192031,0.258049,0.170375,0.021024,0.108967,0.249555,0.003,0.016,0.229,0.004,0.748,0.127,0.154,0.718,0.682111,0,0,0,0,0,0,0,0,0.052755,0,0,0,0,0,0.17897,1,15,3
2,75,0.709,0.229,0.061,0.085544,0.17636,0.094128,0.202763,0.382842,0.058362,0.012,0.198,0.171,0.019,0.601,0.66,0.26,0.079,0.017675,0,0.034694,0.907808,0,0,0,0,0,0,0,0,0,0,0,0,2,15,3
5,55,0.092,0.286,0.623,0.312973,0.170444,0.043739,0.04737,0.039645,0.385828,0.013,0.015,0.16,0.023,0.789,0.009,0.01,0.98,0.534212,0,0.127811,0.165302,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3
3,125,0.143,0.422,0.435,0.459465,0.18857,0.116862,0.020923,0.039744,0.174436,0.009,0.027,0.301,0.011,0.652,0.011,0.008,0.981,0.898011,0,0,0.037333,0,0,0.033272,0,0,0,0,0,0,0,0,0,1,31,5
4,69,0.692,0.122,0.186,0.167888,0.254365,0.207726,0.036085,0.164812,0.169125,0.019,0.033,0.278,0.013,0.657,0.1,0.006,0.894,0.30695,0,0,0.363986,0.095789,0,0,0,0,0,0,0,0,0,0,0,2,31,5
