utterance_idx,ut_len,Negative_score,Neutral_score,Positivity_score,Happy,Fear,Sad,Bored,Angry,Excited,news,query,spam,marketing,feedback,complaint,suggestion,appreciation,IMPACT,EDUCATION,POLITICS,ENTERTAINMENT,TASTE,SPORTS,HEALTHYLIVING,GREEN,BUSINESS,WORLDPOST,TECH,SCIENCE,ARTS&CULTURE,CRIME,TRAVEL,RELIGION,Talker,context_encoded,Empathy
1,30,0.018,0.232,0.75,0.469548647,0.173305568,0.035058723,0.015980347,0.027758343,0.278348372,0.012,0.037,0.452,0.196,0.304,0.0,0.0,0.0,0.090418883,0.0,0.0,0.248465553,0.554982305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,3
3,74,0.068,0.257,0.675,0.309687064,0.367045864,0.142188633,0.0,0.052962604,0.128115836,0.012,0.433,0.088,0.178,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.033267226,0.948520362,0.005251997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,3
4,17,0.054,0.355,0.59,0.080989303,0.358474598,0.268473151,0.106041932,0.126814994,0.059206022,0.0,0.899,0.061,0.005,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.421035528,0.21504195,0.0,0.133939758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22,3
2,16,0.111,0.887,0.002,0.03171299,0.330872308,0.363680339,0.098493305,0.097273806,0.077967253,0.0,0.946,0.046,0.0,0.008,0.0,0.0,0.0,0.688206375,0.0,0.256145746,0.033132054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14,4
1,49,0.127,0.748,0.125,0.12057884,0.347708795,0.218263721,0.051635432,0.053812539,0.208000674,0.031,0.041,0.666,0.056,0.206,0.0,0.0,0.0,0.324433267,0.575469792,0.0,0.0,0.0,0.0,0.0,0.0,0.031941205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,4
4,27,0.059,0.156,0.785,0.126996579,0.124592498,0.317517196,0.025597984,0.321369377,0.083926367,0.012,0.023,0.465,0.084,0.416,0.0,0.0,0.0,0.249096409,0.154075652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386148363,0.0,0.0,0.0,0.0,0.0,2,29,1
1,45,0.814,0.156,0.03,0.022546373,0.18485793,0.309734741,0.066512803,0.392427425,0.023920729,0.008,0.18,0.153,0.015,0.644,0.641,0.065,0.294,0.080712445,0.0,0.116509095,0.749390066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,3
3,95,0.864,0.1,0.036,0.039717821,0.290798993,0.438105132,0.009369782,0.171318822,0.050689449,0.022,0.131,0.162,0.005,0.679,0.493,0.045,0.462,0.324806124,0.0,0.0,0.235959798,0.0,0.0,0.182710528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,4
4,47,0.423,0.32,0.256,0.173275497,0.142192585,0.333292023,0.100039552,0.098567002,0.152633342,0.128,0.077,0.256,0.028,0.511,0.072,0.089,0.839,0.271930277,0.0,0.0,0.174705327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357674688,0.0,2,16,2
1,128,0.082,0.565,0.353,0.153494828,0.379437398,0.206279962,0.017708464,0.11876206,0.124317288,0.086,0.064,0.465,0.039,0.346,0.0,0.0,0.0,0.996214926,0.0,0.001073006,9.3155E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
3,75,0.872,0.107,0.022,0.043291189,0.308325677,0.476818895,0.025720467,0.100356029,0.045487743,0.009,0.058,0.178,0.001,0.755,0.792,0.065,0.143,0.286942154,0.0,0.0,0.322474361,0.0,0.0,0.257737577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,4
2,42,0.384,0.61,0.007,0.185480014,0.14765604,0.499898498,0.087739504,0.050413481,0.028812463,0.0,0.577,0.095,0.0,0.328,0.0,0.0,0.0,0.230555177,0.0,0.28925401,0.28332147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23,2
1,66,0.454,0.365,0.181,0.085255438,0.224828993,0.172315198,0.016961501,0.376288912,0.124349959,0.058,0.125,0.25,0.034,0.533,0.281,0.328,0.392,0.577386737,0.0,0.0,0.307207257,0.0,0.0,0.054770246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,31,5
6,36,0.011,0.172,0.817,0.351543959,0.129808548,0.04105345,0.025061589,0.037849726,0.414682728,0.021,0.006,0.632,0.037,0.304,0.0,0.0,0.0,0.471492618,0.0,0.142970473,0.0,0.0,0.309838504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,31,5
2,57,0.02,0.125,0.856,0.389735958,0.323761496,0.044932937,0.037204969,0.048222194,0.156142447,0.037,0.105,0.358,0.091,0.408,0.005,0.02,0.975,0.664972723,0.0,0.015864365,0.29201138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22,4
3,42,0.026,0.248,0.727,0.489473217,0.14969172,0.097019568,0.0,0.102840945,0.16097455,0.008,0.025,0.413,0.009,0.545,0.002,0.007,0.991,0.353709549,0.0,0.01721021,0.587219834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,4
2,31,0.156,0.704,0.141,0.055818719,0.253314916,0.263847157,0.204313237,0.143997665,0.078708307,0.001,0.647,0.251,0.015,0.086,0.0,0.0,0.0,0.825510085,0.0,0.064148605,0.0,0.0,0.045896936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,28,3
3,46,0.766,0.206,0.028,0.009868119,0.04835928,0.17240171,0.647858093,0.108928352,0.012584446,0.021,0.11,0.31,0.019,0.541,0.94,0.008,0.053,0.083770305,0.0,0.330652595,0.483678073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,3
3,39,0.006,0.061,0.934,0.474575302,0.138047303,0.034395456,0.013842346,0.077280791,0.261858802,0.01,0.006,0.112,0.015,0.856,0.0,0.003,0.997,0.0,0.0,0.021760175,0.907633483,0.0,0.040560011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,31,3
4,50,0.019,0.329,0.651,0.232312997,0.211921999,0.07871281,0.034776723,0.096684669,0.345590802,0.028,0.15,0.381,0.08,0.361,0.0,0.0,0.0,0.04428773,0.0,0.0,0.619871259,0.0,0.0,0.0,0.0,0.216396868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,4
3,44,0.134,0.699,0.167,0.175921672,0.297636507,0.146634985,0.0846153,0.107840535,0.187351001,0.005,0.038,0.552,0.018,0.386,0.0,0.0,0.0,0.595516443,0.0,0.038868554,0.271913081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,4
3,48,0.132,0.484,0.384,0.159870228,0.174233027,0.202799778,0.055133784,0.248504018,0.159459165,0.002,0.187,0.254,0.056,0.502,0.074,0.574,0.352,0.363597095,0.0,0.0,0.168028861,0.0,0.0,0.0,0.0,0.0,0.0,0.211338013,0.0,0.0,0.0,0.0,0.0,1,11,4
3,75,0.845,0.138,0.017,0.029916066,0.144945807,0.529304145,0.070757389,0.199447876,0.025628717,0.001,0.625,0.176,0.004,0.194,0.0,0.0,0.0,0.937651575,0.0,0.008202134,0.0,0.0,0.0,0.042309843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23,5
3,36,0.858,0.134,0.008,0.009407731,0.178716847,0.457716386,0.035150788,0.311232323,0.007775925,0.001,0.156,0.296,0.001,0.546,0.893,0.009,0.098,0.870205343,0.0,0.0,0.056342501,0.0,0.0,0.037861254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23,4
1,20,0.023,0.242,0.735,0.557250574,0.154041635,0.035805588,0.033138963,0.026957996,0.192805244,0.002,0.016,0.229,0.071,0.683,0.001,0.005,0.994,0.622940064,0.0,0.021187834,0.294076234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,3
4,86,0.024,0.394,0.582,0.432422986,0.234640515,0.03557037,0.009160507,0.023239294,0.264966328,0.023,0.425,0.127,0.183,0.241,0.0,0.0,0.0,0.434858739,0.0,0.0,0.441586882,0.0,0.0,0.0,0.0,0.023169536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,3
1,130,0.031,0.109,0.86,0.626042804,0.112931518,0.067098848,0.002651142,0.012149535,0.179126153,0.005,0.012,0.317,0.026,0.639,0.002,0.004,0.995,0.801627994,0.0,0.067756705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03527059,1,22,3
3,128,0.891,0.095,0.014,0.062846159,0.071899327,0.043421876,0.023715896,0.481430409,0.316686333,0.046,0.255,0.369,0.054,0.277,0.0,0.0,0.0,0.958492577,0.0,0.0,0.0,0.0,0.0,0.017848803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008827908,1,8,5
5,15,0.009,0.268,0.723,0.482467596,0.12329744,0.046885619,0.023159579,0.170826872,0.153362894,0.006,0.041,0.446,0.003,0.504,0.002,0.044,0.954,0.12445201,0.0,0.093866356,0.565885484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,5
3,40,0.869,0.124,0.008,0.021491484,0.362027929,0.37330097,0.012087925,0.186704336,0.044387356,0.008,0.307,0.243,0.001,0.441,0.753,0.054,0.193,0.625543535,0.0,0.168403089,0.060680285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,4
1,81,0.79,0.189,0.022,0.017062779,0.201087566,0.704651609,0.008317205,0.040524906,0.028355936,0.011,0.042,0.376,0.001,0.57,0.565,0.052,0.382,0.07536643,0.0,0.0,0.027047731,0.0,0.0,0.0,0.869803548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,3
2,34,0.624,0.36,0.015,0.016793447,0.172905543,0.746663904,0.01100903,0.03566836,0.016959716,0.001,0.579,0.321,0.001,0.098,0.0,0.0,0.0,0.108454071,0.0,0.035314761,0.769978643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,28,3
3,29,0.064,0.691,0.245,0.217875322,0.286127985,0.212138445,0.068350879,0.062812548,0.152694822,0.003,0.135,0.282,0.011,0.569,0.11,0.652,0.238,0.149427027,0.0,0.0,0.146305755,0.217465535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,4
4,51,0.044,0.178,0.778,0.377912161,0.065046116,0.060419866,0.090178631,0.130178874,0.276264352,0.055,0.013,0.423,0.077,0.432,0.02,0.174,0.806,0.0,0.0,0.270307809,0.304939956,0.0,0.0,0.0,0.0,0.190594047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,26,4
