utterance_idx,ut_len,Negative_score,Neutral_score,Positivity_score,Happy,Fear,Sad,Bored,Angry,Excited,news,query,spam,marketing,feedback,complaint,suggestion,appreciation,IMPACT,EDUCATION,POLITICS,ENTERTAINMENT,TASTE,SPORTS,HEALTHYLIVING,GREEN,BUSINESS,WORLDPOST,TECH,SCIENCE,ARTS&CULTURE,CRIME,TRAVEL,RELIGION,Talker,context_encoded,Empathy
1,29,0.132,0.605,0.264,0.137435584,0.286525315,0.192623719,0.05926396,0.06115308,0.262998342,0.017,0.033,0.751,0.018,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.380091697,0.152089059,0.0,0.0,0.19943668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,4
3,53,0.035,0.196,0.769,0.423641115,0.195551199,0.01731307,0.018089585,0.032742877,0.312662154,0.029,0.01,0.334,0.063,0.564,0.006,0.01,0.985,0.055329915,0.0,0.476037562,0.320105374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,4
4,41,0.901,0.09,0.01,0.074318994,0.146314722,0.249559627,0.138602326,0.300309748,0.090894583,0.035,0.12,0.364,0.011,0.47,0.769,0.11,0.121,0.100489862,0.0,0.0,0.415078551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178318784,0.0,0.0,0.0,2,27,3
4,38,0.284,0.658,0.057,0.031041616,0.335623082,0.350014183,0.021156867,0.237546375,0.024617878,0.001,0.869,0.108,0.001,0.021,0.0,0.0,0.0,0.06976945,0.0,0.0,0.780314565,0.0,0.077654958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,4
2,53,0.885,0.105,0.01,0.016186989,0.175281736,0.71573704,0.02988892,0.048400807,0.014504508,0.008,0.196,0.185,0.001,0.611,0.827,0.056,0.118,0.08381103,0.0,0.244135529,0.526937187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16,2
4,35,0.189,0.571,0.24,0.296231789,0.108829241,0.083250033,0.122513278,0.120282484,0.268893176,0.001,0.027,0.288,0.012,0.672,0.226,0.123,0.652,0.89255017,0.0,0.042348038,0.025833236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12,4
1,52,0.932,0.064,0.004,0.006335552,0.208915863,0.738128569,0.004553706,0.032523017,0.009543293,0.001,0.006,0.463,0.0,0.53,0.592,0.011,0.397,0.580862939,0.0,0.0,0.0,0.0,0.0,0.183649734,0.0,0.0,0.158636823,0.0,0.0,0.0,0.0,0.0,0.0,1,28,3
3,92,0.504,0.403,0.093,0.217988746,0.093673925,0.517059033,0.029475441,0.034445495,0.107357361,0.013,0.012,0.319,0.003,0.653,0.108,0.009,0.883,0.933537364,0.0,0.0,0.0,0.0,0.0,0.020027846,0.0,0.0,0.03834641,0.0,0.0,0.0,0.0,0.0,0.0,1,28,3
3,47,0.964,0.035,0.001,0.004294702,0.149571816,0.78884518,0.023987593,0.027940066,0.005360644,0.001,0.033,0.255,0.001,0.71,0.969,0.005,0.026,0.693042219,0.0,0.0,0.0,0.0,0.0,0.243995369,0.0,0.0,0.0,0.0,0.0,0.026843296,0.0,0.0,0.0,1,23,2
2,32,0.806,0.191,0.002,0.009806096,0.562270259,0.296366747,0.031341816,0.068238867,0.031976215,0.001,0.545,0.36,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.102848791,0.784430265,0.0,0.037071608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,31,5
5,17,0.104,0.413,0.484,0.25198253,0.135774171,0.043200078,0.043706222,0.210474604,0.314862395,0.044,0.144,0.244,0.017,0.552,0.059,0.199,0.742,0.113768034,0.0,0.061940651,0.777927101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,4
1,84,0.352,0.499,0.149,0.063750437,0.353923956,0.312275565,0.020141908,0.184461259,0.065446877,0.02,0.034,0.461,0.003,0.483,0.302,0.079,0.619,0.979571998,0.0,0.004923419,0.004249748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,5
