@relation 'Empathyabase-2tra-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst,36,37,38'

@attribute utterance_idx {1,2,3,4,5,6,7,8}
@attribute ut_len numeric
@attribute Negative_score numeric
@attribute Neutral_score numeric
@attribute Positivity_score numeric
@attribute Happy numeric
@attribute Fear numeric
@attribute Sad numeric
@attribute Bored numeric
@attribute Angry numeric
@attribute Excited numeric
@attribute news numeric
@attribute query numeric
@attribute spam numeric
@attribute marketing numeric
@attribute feedback numeric
@attribute complaint numeric
@attribute suggestion numeric
@attribute appreciation numeric
@attribute IMPACT numeric
@attribute EDUCATION numeric
@attribute POLITICS numeric
@attribute ENTERTAINMENT numeric
@attribute TASTE numeric
@attribute SPORTS numeric
@attribute HEALTHYLIVING numeric
@attribute GREEN numeric
@attribute BUSINESS numeric
@attribute WORLDPOST numeric
@attribute TECH numeric
@attribute SCIENCE numeric
@attribute ARTS&CULTURE numeric
@attribute CRIME numeric
@attribute TRAVEL numeric
@attribute RELIGION numeric
@attribute Talker {1,2}
@attribute context_encoded {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@attribute Empathy {1,2,3,4,5}

@data
1,95,0.275,0.437,0.287,0.155296,0.446474,0.147019,0.021908,0.044091,0.185211,0.087,0.072,0.311,0.052,0.477,0.11,0.035,0.855,0.410473,0.199959,0.185382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,5
2,32,0.005,0.056,0.939,0.4875,0.163485,0.034996,0.03862,0.088355,0.187045,0.028,0.112,0.368,0.065,0.426,0.001,0.003,0.996,0.184706,0,0.141038,0.371981,0,0,0,0,0,0,0,0,0,0,0,0,2,29,5
3,119,0.031,0.122,0.847,0.339552,0.198578,0.039805,0.013174,0.056808,0.352083,0.005,0.013,0.354,0.011,0.616,0.003,0.002,0.995,0.334807,0,0.356035,0.19844,0,0,0,0,0,0,0,0,0,0,0,0,1,29,5
4,61,0.572,0.383,0.046,0.231816,0.233946,0.176958,0.128674,0.121175,0.107431,0.018,0.145,0.313,0.01,0.514,0.409,0.313,0.278,0.170785,0,0.621948,0.112325,0,0,0,0,0,0,0,0,0,0,0,0,2,29,5
1,30,0.018,0.232,0.75,0.469549,0.173306,0.035059,0.01598,0.027758,0.278348,0.012,0.037,0.452,0.196,0.304,0,0,0,0.090419,0,0,0.248466,0.554982,0,0,0,0,0,0,0,0,0,0,0,1,22,3
2,25,0.094,0.289,0.618,0.206057,0.327697,0.138647,0.076163,0.113686,0.13775,0.002,0.017,0.697,0.038,0.246,0,0,0,0.057966,0,0.442049,0.36029,0,0,0,0,0,0,0,0,0,0,0,0,2,22,3
3,74,0.068,0.257,0.675,0.309687,0.367046,0.142189,0,0.052963,0.128116,0.012,0.433,0.088,0.178,0.29,0,0,0,0,0,0,0.033267,0.94852,0.005252,0,0,0,0,0,0,0,0,0,0,1,22,3
4,17,0.054,0.355,0.59,0.080989,0.358475,0.268473,0.106042,0.126815,0.059206,0,0.899,0.061,0.005,0.035,0,0,0,0,0,0,0.421036,0.215042,0,0.13394,0,0,0,0,0,0,0,0,0,2,22,3
1,37,0.959,0.039,0.002,0.007213,0.189002,0.455732,0.007838,0.330689,0.009525,0.005,0.591,0.121,0.002,0.281,0,0,0,0.660638,0,0.085746,0,0,0,0.222715,0,0,0,0,0,0,0,0,0,1,2,4
2,49,0.13,0.84,0.03,0.044597,0.492022,0.340829,0.017144,0.071462,0.033946,0,0.924,0.06,0,0.016,0,0,0,0,0,0.0267,0.878934,0,0.040982,0,0,0,0,0,0,0,0,0,0,2,2,4
