@relation 'Empathyabase-3tra-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst,36,37,38'

@attribute utterance_idx {1,2,3,4,5,6,7,8}
@attribute ut_len numeric
@attribute Negative_score numeric
@attribute Neutral_score numeric
@attribute Positivity_score numeric
@attribute Happy numeric
@attribute Fear numeric
@attribute Sad numeric
@attribute Bored numeric
@attribute Angry numeric
@attribute Excited numeric
@attribute news numeric
@attribute query numeric
@attribute spam numeric
@attribute marketing numeric
@attribute feedback numeric
@attribute complaint numeric
@attribute suggestion numeric
@attribute appreciation numeric
@attribute IMPACT numeric
@attribute EDUCATION numeric
@attribute POLITICS numeric
@attribute ENTERTAINMENT numeric
@attribute TASTE numeric
@attribute SPORTS numeric
@attribute HEALTHYLIVING numeric
@attribute GREEN numeric
@attribute BUSINESS numeric
@attribute WORLDPOST numeric
@attribute TECH numeric
@attribute SCIENCE numeric
@attribute ARTS&CULTURE numeric
@attribute CRIME numeric
@attribute TRAVEL numeric
@attribute RELIGION numeric
@attribute Talker {1,2}
@attribute context_encoded {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@attribute Empathy {1,2,3,4,5}

@data
1,95,0.275,0.437,0.287,0.155296,0.446474,0.147019,0.021908,0.044091,0.185211,0.087,0.072,0.311,0.052,0.477,0.11,0.035,0.855,0.410473,0.199959,0.185382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,5
3,119,0.031,0.122,0.847,0.339552,0.198578,0.039805,0.013174,0.056808,0.352083,0.005,0.013,0.354,0.011,0.616,0.003,0.002,0.995,0.334807,0,0.356035,0.19844,0,0,0,0,0,0,0,0,0,0,0,0,1,29,5
1,30,0.018,0.232,0.75,0.469549,0.173306,0.035059,0.01598,0.027758,0.278348,0.012,0.037,0.452,0.196,0.304,0,0,0,0.090419,0,0,0.248466,0.554982,0,0,0,0,0,0,0,0,0,0,0,1,22,3
3,74,0.068,0.257,0.675,0.309687,0.367046,0.142189,0,0.052963,0.128116,0.012,0.433,0.088,0.178,0.29,0,0,0,0,0,0,0.033267,0.94852,0.005252,0,0,0,0,0,0,0,0,0,0,1,22,3
4,17,0.054,0.355,0.59,0.080989,0.358475,0.268473,0.106042,0.126815,0.059206,0,0.899,0.061,0.005,0.035,0,0,0,0,0,0,0.421036,0.215042,0,0.13394,0,0,0,0,0,0,0,0,0,2,22,3
1,37,0.959,0.039,0.002,0.007213,0.189002,0.455732,0.007838,0.330689,0.009525,0.005,0.591,0.121,0.002,0.281,0,0,0,0.660638,0,0.085746,0,0,0,0.222715,0,0,0,0,0,0,0,0,0,1,2,4
4,56,0.262,0.643,0.094,0.234556,0.142209,0.510988,0.017679,0.034061,0.060508,0.008,0.316,0.088,0.013,0.575,0.076,0.65,0.275,0.0695,0,0.285456,0.397952,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
1,29,0.132,0.605,0.264,0.137436,0.286525,0.192624,0.059264,0.061153,0.262998,0.017,0.033,0.751,0.018,0.181,0,0,0,0,0,0,0.380092,0.152089,0,0,0.199437,0,0,0,0,0,0,0,0,1,14,4
2,16,0.111,0.887,0.002,0.031713,0.330872,0.36368,0.098493,0.097274,0.077967,0,0.946,0.046,0,0.008,0,0,0,0.688206,0,0.256146,0.033132,0,0,0,0,0,0,0,0,0,0,0,0,2,14,4
3,53,0.035,0.196,0.769,0.423641,0.195551,0.017313,0.01809,0.032743,0.312662,0.029,0.01,0.334,0.063,0.564,0.006,0.01,0.985,0.05533,0,0.476038,0.320105,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4
